date,portfolio_pnl,equity
2022-01-03,0.0,1.0
2022-01-04,0.0,1.0
2022-01-05,-0.0002445252661538789,0.9997554747338461
2022-01-06,-0.00015145529817141154,0.9996040194356747
2022-01-07,7.310898108870197e-05,0.9996771284167634
2022-01-10,0.00014678779311467797,0.9998239162098781
2022-01-11,0.00045400424572354523,1.0002779204556016
2022-01-12,-0.001142191819756999,0.9991357286358447
2022-01-13,-0.0010206235652492053,0.9981151050705954
2022-01-14,-0.001269141352603609,0.9968459637179918
2022-01-18,-0.0002613287281768721,0.996584634989815
2022-01-19,0.0019953853865091412,0.9985800203763241
2022-01-20,0.004165299701653957,1.0027453200779781
2022-01-21,0.0017225731891206749,1.0044678932670987
2022-01-24,0.00029180554867100773,1.0047596988157697
2022-01-25,0.003010593279802909,1.0077702920955727
2022-01-26,0.000581090066856238,1.0083513821624288
2022-01-27,-0.0009027657673501163,1.0074486163950787
2022-01-28,0.0011425099150829837,1.0085911263101617
2022-01-31,0.00015101825802557974,1.0087421445681872
2022-02-01,0.0017280108714848408,1.0104701554396722
2022-02-02,-0.0018494630326588853,1.0086206924070134
2022-02-03,-0.0005777920059136056,1.0080429004010998
2022-02-04,0.0014589562820745668,1.0095018566831742
2022-02-07,-3.971321979170446e-05,1.0094621434633826
2022-02-08,-0.00031523049798265056,1.0091469129653998
2022-02-09,-0.00020007988698966746,1.0089468330784102
2022-02-10,0.0020873534572367902,1.011034186535647
2022-02-11,-0.0004654862092480522,1.010568700326399
2022-02-14,-7.548463476893903e-05,1.01049321569163
2022-02-15,8.669056262618965e-05,1.0105799062542562
2022-02-16,-0.00023139615032229964,1.010348510103934
2022-02-17,2.4679793447756627e-05,1.0103731898973816
2022-02-18,0.0004944585910448612,1.0108676484884265
2022-02-22,0.00019868645418207525,1.0110663349426086
2022-02-23,-0.001223190800074945,1.0098431441425337
2022-02-24,0.0025666939950684535,1.012409838137602
2022-02-25,0.0021894525663447256,1.014599290703947
2022-02-28,0.0008568368083114652,1.0154561275122582
2022-03-01,-0.0032270721674061485,1.012229055344852
2022-03-02,-0.0005745883727509718,1.0116544669721013
2022-03-03,0.0002102271599843957,1.0118646941320857
2022-03-04,-0.002278386636710426,1.0095863074953753
2022-03-07,-0.0010122136437618972,1.0085740938516132
2022-03-08,0.004055819874182405,1.0126299137257957
2022-03-09,0.0009823167251044008,1.0136122304509
2022-03-10,-0.0023751099894431917,1.011237120461457
2022-03-11,-0.0012555710131443034,1.0099815494483126
2022-03-14,0.0013445255749336138,1.0113260750232462
2022-03-15,0.0022868405535831854,1.0136129155768294
2022-03-16,0.0016934667160766865,1.015306382292906
2022-03-17,-0.0028961908629031932,1.0124101914300028
2022-03-18,3.739754705500888e-06,1.0124139311847085
2022-03-21,-0.0015657719104341975,1.0108481592742742
2022-03-22,0.0006142238303879544,1.011462383104662
2022-03-23,-0.0004454592862874238,1.0110169238183746
2022-03-24,-0.0015350498597926157,1.009481873958582
2022-03-25,-0.003477939438105701,1.0060039345204763
2022-03-28,0.0005949694621010632,1.0065989039825773
2022-03-29,0.0018312416882671056,1.0084301456708444
2022-03-30,-0.0021494442544809254,1.0062807014163637
2022-03-31,0.0013013040070720208,1.0075820054234357
2022-04-01,-0.003290532490382432,1.0042914729330532
2022-04-04,0.0026988879259565034,1.0069903608590096
2022-04-05,-0.0015235099757070502,1.0054668508833027
2022-04-06,-0.0018678784682894245,1.0035989724150132
2022-04-07,-0.0012269884299297765,1.0023719839850835
2022-04-08,-0.001910043618192655,1.0004619403668908
2022-04-11,0.0002042202134576489,1.0006661605803484
2022-04-12,0.0006944610151933849,1.0013606215955417
2022-04-13,0.0010308183088449045,1.0023914399043867
2022-04-14,0.00015205450388864356,1.0025434944082754
2022-04-18,0.0010571303618374642,1.0036006247701128
2022-04-19,0.0027823228453161242,1.006382947615429
2022-04-20,-0.0013775747436261469,1.005005372871803
2022-04-21,-0.0018066195674240823,1.0031987533043787
2022-04-22,0.0014699241248395574,1.0046686774292184
2022-04-25,-0.00021039782975512195,1.0044582795994632
2022-04-26,0.0008014502220524367,1.0052597298215156
2022-04-27,-0.0015316983974135734,1.003728031424102
2022-04-28,-0.0007582145681685979,1.0029698168559333
2022-04-29,0.0011593848268704506,1.0041292016828038
2022-05-02,-0.0004813138438266852,1.0036478878389772
2022-05-03,0.00018647913849954023,1.0038343669774767
2022-05-04,-0.0001411050512069588,1.0036932619262697
2022-05-05,-0.0003355612263585267,1.0033577006999113
2022-05-06,-0.00014401077227228063,1.003213689927639
2022-05-09,0.0008489818368266921,1.0040626717644656
2022-05-10,5.0579243243223095e-05,1.0041132510077089
2022-05-11,-0.00012212606046014992,1.0039911249472488
2022-05-12,-0.0005764075004672154,1.0034147174467816
2022-05-13,0.0011082359725595307,1.0045229534193412
2022-05-16,-0.0004170007286138405,1.0041059526907272
2022-05-17,0.00013081526213205714,1.0042367679528592
2022-05-18,-9.311164338113298e-05,1.004143656309478
2022-05-19,7.8151946270337e-05,1.0042218082557486
2022-05-20,3.959058338115527e-05,1.0042613988391296
2022-05-23,0.00014060124588802638,1.0044020000850176
2022-05-24,-0.0010441512923437856,1.003357848792674
2022-05-25,0.0003920377044768073,1.0037498864971508
2022-05-26,0.0010040536313770275,1.0047539401285277
2022-05-27,0.00011967604646739891,1.0048736161749952
2022-05-31,0.00166756565745216,1.0065411818324472
2022-06-01,0.00016010482560262175,1.0067012866580498
2022-06-02,-0.00016388611012950238,1.0065374005479204
2022-06-03,-0.0005391602110312786,1.0059982403368892
2022-06-06,-0.0005940979133190392,1.00540414242357
2022-06-07,-0.0010102147009602748,1.0043939277226097
2022-06-08,0.0008103066671071148,1.005204234389717
2022-06-09,-0.0013549723965809932,1.0038492619931358
2022-06-10,0.0012177786035612226,1.005067040596697
2022-06-13,-0.003213035926376195,1.001854004670321
2022-06-14,-0.005163654140771969,0.996690350529549
2022-06-15,0.0005085031682171807,0.9971988536977662
2022-06-16,-0.0023736334489297285,0.9948252202488365
2022-06-17,-0.0008111275682280211,0.9940140926806084
2022-06-21,0.002456939392882349,0.9964710320734907
2022-06-22,0.0004243127993710275,0.9968953448728618
2022-06-23,0.004158836168462985,1.0010541810413247
2022-06-24,0.0025195014425731985,1.0035736824838979
2022-06-27,0.002774626470674106,1.0063483089545722
2022-06-28,0.0002098872857516834,1.0065581962403238
2022-06-29,0.0004198716316683554,1.0069780678719922
2022-06-30,-0.0010156958361595225,1.0059623720358326
2022-07-01,-0.00017430725855588952,1.0057880647772768
2022-07-05,-0.00034061312585959073,1.0054474516514171
2022-07-06,-0.0014358256164480577,1.004011626034969
2022-07-07,0.0015794980896362337,1.0055911241246054
2022-07-08,0.00020210708161008724,1.0057932312062154
2022-07-11,-8.706744259724843e-05,1.0057061637636182
2022-07-12,0.00030056892017086585,1.006006732683789
2022-07-13,0.00018841765551669618,1.0061951503393056
2022-07-14,0.0008642657687478624,1.0070594161080535
2022-07-15,0.0006403131365026626,1.0076997292445562
2022-07-18,0.0002882453936479453,1.007987974638204
2022-07-19,0.0006303245710822664,1.0086182992092865
2022-07-20,0.0004112490951534511,1.0090295483044398
2022-07-21,-0.00046696013547816226,1.0085625881689617
2022-07-22,-0.00042415874048220664,1.0081384294284794
2022-07-25,0.0003823096165170524,1.0085207390449966
2022-07-26,0.0004345613442679006,1.0089553003892644
2022-07-27,0.0011766418980750308,1.0101319422873396
2022-07-28,-0.00023473210998166923,1.0098972101773578
2022-07-29,0.0007504174013059679,1.0106476275786638
2022-08-01,-0.0003514944026322708,1.0102961331760316
2022-08-02,0.0006272835915355812,1.0109234167675671
2022-08-03,7.620980264566472e-06,1.0109310377478318
2022-08-04,0.0002603280773953424,1.011191365825227
2022-08-05,0.00046369656911712554,1.011655062394344
2022-08-08,0.001420556277652802,1.013075618671997
2022-08-09,-0.0025902978757345895,1.0104853207962623
2022-08-10,-0.0002143337165599247,1.0102709870797024
2022-08-11,0.0006974599440134507,1.010968447023716
2022-08-12,-0.003087569271019825,1.007880877752696
2022-08-15,-0.002164038919322646,1.0057168388333735
2022-08-16,-0.00016224275151633492,1.005554596081857
2022-08-17,-0.00020191451956391048,1.005352681562293
2022-08-18,-0.000434226118292189,1.004918455444001
2022-08-19,-0.0005889052498313734,1.0043295501941696
2022-08-22,0.0025889839167433063,1.0069185341109128
2022-08-23,0.0013805154574887467,1.0082990495684017
2022-08-24,-0.0004691505205347951,1.007829899047867
