ticker_a,ticker_b,sector,pvalue,test_stat,hedge_ratio,intercept,half_life,n_obs,orientation
APA,XOM,energy,0.0877214753060026,-3.102901792819623,0.5808396908190226,-8.44050592027605,27.664131731376404,757,APA on XOM
FITB,SCHW,financials,0.0881905454428693,-3.100559217228472,0.4588680332580151,1.9780278436347534,27.21030017575758,757,FITB on SCHW
MCO,MSCI,financials,0.08860347512479633,-3.0985049730478575,0.4715649025846171,94.411445662882,30.34118828469152,757,MCO on MSCI
MA,MCO,financials,0.08861952365686449,-3.098425284264405,0.6439283929978762,132.5408596237329,28.627236041393942,757,MA on MCO
AXP,CFG,financials,0.08918059366479875,-3.0956462806343183,3.395549114921976,21.30635897085158,28.659669918121907,757,AXP on CFG
PGR,ICE,financials,0.08977471914407537,-3.0927182281291845,0.6195838270155378,15.190134650775168,31.20828330050845,757,PGR on ICE
TRV,KEY,financials,0.09136267331614056,-3.08496491610807,5.056661634390031,55.12785207956845,26.15297146910057,757,TRV on KEY
NRG,EXC,utilities,0.09138018306536161,-3.084880003808869,0.8267191648541712,10.272727657184701,27.578604477533972,757,NRG on EXC
TFC,NTRS,financials,0.09192210423871844,-3.082258161256489,0.49184973753785954,-2.116873285840066,29.001291176568223,757,TFC on NTRS
OKE,FANG,energy,0.09296642183480008,-3.0772390186141734,0.4487922340946333,10.061237756797173,43.546051624316306,757,OKE on FANG
V,MCO,financials,0.09314851482186565,-3.0763682904369634,0.3615076733924209,93.34845310421456,27.0658531728398,757,V on MCO
PGR,AJG,financials,0.09351814755993748,-3.0746047967014825,0.38185435838858856,33.637805895262254,33.09813719035906,757,PGR on AJG
COP,TRGP,energy,0.09393521288839235,-3.072621410650308,0.8860250944980422,17.173841703512824,22.932421584787917,757,COP on TRGP
WEC,NEE,utilities,0.09410325208181997,-3.071824194443511,0.43404329672070685,48.80457209341064,22.847622839526924,757,WEC on NEE
ED,FE,utilities,0.09508284166551673,-3.067198373398581,0.8002408577628781,39.87443421353751,19.044200928463507,757,ED on FE
NTRS,RF,financials,0.09522481333297733,-3.066530983680198,3.6538477733598236,34.20478395157126,23.06703440131139,757,NTRS on RF
TRGP,DVN,energy,0.09636066340978056,-3.061218703145756,1.3842247243590056,6.024581583178476,41.252878828422695,757,TRGP on DVN
STT,GS,financials,0.0969446773115642,-3.058505906486068,0.14640722961618757,26.749351644906433,28.634382429594968,757,STT on GS
MCO,TROW,financials,0.09728255968538291,-3.0569420996665286,1.9451088985399294,43.289692250887455,31.0458954925519,757,MCO on TROW
MA,SPGI,financials,0.09768136340990935,-3.0551016504554287,0.5744355305578764,133.65805050798824,29.199061425201343,757,MA on SPGI
PGR,MS,financials,0.09768999951133739,-3.0550618588701046,0.4800199731639871,48.17109982589271,36.46624308138286,757,PGR on MS
EOG,XOM,energy,0.09906141243292543,-3.048776649166514,1.4388243764671582,-11.325216721791717,27.51920356338365,757,EOG on XOM
TRV,AXP,financials,0.10005001619417586,-3.0442867649048346,0.5904696918459981,51.910089799658884,28.718119500045958,757,TRV on AXP
DTE,DUK,utilities,0.10011382679710218,-3.043998119072451,1.0748528831090527,8.95979515706819,29.408776328568198,757,DTE on DUK
ES,PNW,utilities,0.1002663768758667,-3.043308627493514,-0.216381886618391,79.75997289224894,23.797116079730852,757,ES on PNW
